Apellido,Nombre,Equipo,Partidos_Jugados,Sets_Jugados,Puntos_Jugados,Break_Points,G-P,Error_Saque,Saque_Facil,Saque_Mediopunto,Saque_Negativo,Saque_Positivo,Saque_Punto,Error_Recepcion,Recepcion_Facil,Recepcion_Vendida,Recepcion_Negativa,Recepcion_Positiva,Recepcion_Perfecta,Eficacia_Recepcion_porcentaje,Recepciones_Perfectas_porcentaje,Error_Ataque,Ataque_Facil,Ataque_Bloqueado,Ataque_Negativo,Ataque_Positivo,Ataque_Punto,Eficacia_Ataques_punto,Error_Bloqueo,Bloqueo_Facil,Contacto_Red,Bloqueo_Negativo,Bloqueo_Positivo,Bloqueo_Punto,Temp,Efectividad_Saque_porcentaje,Efectividad_Bloqueo_porcentaje,Coef_Efec_Puntos,Coef_jugado,Temp_prox,Equipo_prox
Guerrero Alberola,Esther,Gran_Canaria,1,3,4,3,3,1,2,1,8,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,3,0.75,1,0,0,4,2,1,14/15,0.0,0.125,4.0,0.0,15/16,
Harrison,Deede,Haro_Rioja,22,81,237,101,147,35,21,6,91,39,10,2,0,0,1,2,2,0.57,0.29,28,1,25,42,47,163,0.53,64,3,0,11,60,64,14/15,0.04950495049504951,0.31683168316831684,10.772727272727273,0.0,15/16,
Iriondo Nebrada,Andrea,Barça,12,24,31,15,-6,16,0,5,25,18,5,8,0,6,20,20,13,0.49,0.19,8,3,5,30,9,22,0.29,10,1,0,0,7,4,14/15,0.07246376811594203,0.18181818181818182,2.5833333333333335,0.0,15/16,
Jiménez Gallego,María,Gran_Canaria,4,6,3,3,-1,2,0,0,4,4,0,0,0,0,0,0,0,0.0,0.0,1,0,1,0,2,1,0.2,1,0,0,0,0,2,14/15,0.0,0.6666666666666666,0.75,0.0,15/16,
Jovanovic,Monika,UCAM_Murcia,10,33,103,33,34,14,0,8,39,27,5,4,0,3,7,7,3,0.42,0.13,22,3,29,62,91,92,0.31,6,0,0,0,1,6,14/15,0.053763440860215055,0.46153846153846156,10.3,0.0,15/16,
Julían Ponte,Sara,Sant_Cugat,21,62,146,52,46,17,7,11,44,64,11,1,0,0,1,3,2,0.71,0.29,41,1,41,125,86,127,0.3,10,0,0,2,10,8,14/15,0.07142857142857142,0.26666666666666666,6.9523809523809526,0.0,15/16,
Knudsen,Dana,UCAM_Murcia,8,28,110,52,72,12,5,7,32,15,6,2,1,1,1,1,0,0.17,0.0,6,0,18,30,20,68,0.48,23,0,2,17,10,36,14/15,0.07792207792207792,0.4186046511627907,13.75,0.0,15/16,
Kvasnytsia,Natalia,Aguere,20,74,370,140,165,17,3,12,142,55,16,31,2,35,110,101,308,0.7,0.52,60,4,97,352,172,324,0.32,18,3,0,2,7,30,14/15,0.0653061224489796,0.5,18.5,0.0,15/16,
Lamas,Romina,Aguere,6,25,23,8,9,9,0,8,31,29,6,0,0,0,1,0,1,0.5,0.5,3,0,2,6,2,14,0.52,2,1,0,0,0,3,14/15,0.07228915662650602,0.5,3.8333333333333335,0.0,15/16,Aguere
Larrakoetxea,María,Extremadura_Arroyo,21,59,15,8,-14,22,6,2,36,33,4,0,0,0,1,0,0,0.0,0.0,7,0,0,1,2,8,0.44,11,0,0,2,5,3,14/15,0.038834951456310676,0.14285714285714285,0.7142857142857143,0.0,15/16,Avarca_de_Menorca
Leria,Leticia,Alcobendas,21,68,151,61,97,10,32,4,127,51,9,2,0,2,4,1,1,0.2,0.1,20,2,22,70,50,104,0.39,26,2,2,33,35,38,14/15,0.03862660944206009,0.2835820895522388,7.190476190476191,0.0,15/16,
López Arroyo,Esther,Murillo,21,70,0,0,-18,0,0,0,0,0,0,18,0,5,59,107,199,0.79,0.51,0,0,0,3,1,0,0.0,0,0,0,0,0,0,14/15,,0.0,0.0,0.0,15/16,Logroño
López Casamitjana,Iris,Barça,12,19,20,8,13,4,0,3,29,13,0,0,0,0,0,0,0,0.0,0.0,1,1,2,15,6,14,0.36,10,5,0,1,9,6,14/15,0.0,0.1935483870967742,1.6666666666666667,0.0,15/16,
López Saez,Miriam,Murillo,24,43,9,6,-1,8,3,4,21,21,3,0,0,0,0,1,0,1.0,0.0,2,0,0,4,2,4,0.33,1,0,0,2,0,2,14/15,0.05,0.4,0.375,0.0,15/16,
Maeso Burch,Katia,Sant_Cugat,21,59,146,63,101,14,3,12,73,59,10,2,0,0,4,5,6,0.65,0.35,14,1,15,83,56,88,0.34,20,0,0,2,12,48,14/15,0.05847953216374269,0.5853658536585366,6.9523809523809526,0.0,15/16,
Maldonado,Ana,Menorca,3,5,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,0.3333333333333333,0.0,0.3333333333333333,0.0,15/16,
Maldonado Baldassarre,Camila,Barça,25,92,208,83,154,19,1,22,177,65,12,0,0,0,3,2,4,0.67,0.44,23,5,12,75,42,138,0.47,65,24,1,5,66,58,14/15,0.04054054054054054,0.26605504587155965,8.32,0.0,15/16,Barça
Mamone,Micaela,Vall_Hebron,7,29,17,8,-2,8,0,3,10,26,1,1,0,0,2,4,1,0.63,0.13,3,0,7,13,8,7,0.18,12,0,0,6,4,9,14/15,0.020833333333333332,0.2903225806451613,2.4285714285714284,0.0,15/16,Barça
Manzano Romero,Saray,Gran_Canaria,20,57,84,35,19,24,4,2,61,53,16,7,0,6,28,33,44,0.65,0.37,17,1,17,33,59,60,0.32,10,0,0,1,2,8,14/15,0.1,0.38095238095238093,4.2,0.0,15/16,Gran_Canaria
Marmaneu,Elena,UCAM_Murcia,16,46,114,43,8,16,2,5,62,33,4,23,2,23,62,72,48,0.52,0.21,28,2,39,109,68,102,0.29,9,0,1,3,5,8,14/15,0.03278688524590164,0.32,7.125,0.0,15/16,
Marqués Capó,Esther,Menorca,18,57,130,59,79,23,12,10,62,63,10,2,0,0,0,0,0,0.0,0.0,14,0,12,57,44,98,0.44,36,0,0,7,6,22,14/15,0.05555555555555555,0.30985915492957744,7.222222222222222,0.0,15/16,
Martínez Miquel,Anna,Vall_Hebron,22,86,1,1,-33,0,0,0,1,1,0,34,0,35,139,198,234,0.68,0.37,0,0,0,0,0,1,1.0,1,0,5,1,9,0,14/15,0.0,0.0,0.045454545454545456,0.0,15/16,
Martínez Murillo,Marína,Sant_Cugat,4,9,0,0,-6,2,0,0,3,1,0,2,0,1,5,1,6,0.47,0.4,2,0,0,5,1,0,0.0,1,0,0,0,0,0,14/15,0.0,0.0,0.0,0.0,15/16,
Martínez Murillo,Mónica,Sant_Cugat,20,53,58,26,-17,11,3,6,52,56,4,33,0,15,68,88,113,0.63,0.36,16,0,15,91,24,46,0.24,13,0,1,5,5,8,14/15,0.030303030303030304,0.25806451612903225,2.9,0.0,15/16,
Martínez Piñero,Claudia,Sant_Cugat,17,39,26,13,0,6,1,4,31,23,6,9,0,12,21,39,33,0.63,0.29,6,0,5,32,15,17,0.23,3,0,0,1,3,3,14/15,0.08450704225352113,0.3,1.5294117647058822,0.0,15/16,
Martínez Ros,María José,UCAM_Murcia,20,59,25,13,-6,18,3,7,65,47,7,0,0,0,0,0,0,0.0,0.0,9,1,4,20,4,12,0.24,23,0,0,8,9,6,14/15,0.047619047619047616,0.13043478260869565,1.25,0.0,15/16,
McNatt,Therese,Menorca,22,87,396,159,193,30,3,11,113,114,32,19,0,20,74,60,148,0.65,0.46,86,1,68,261,143,340,0.38,29,0,0,2,7,24,14/15,0.10561056105610561,0.3870967741935484,18.0,0.0,15/16,Aguere
Melean,Yoraxi,Murillo,25,80,54,34,-9,48,4,9,100,109,14,0,0,0,0,1,0,1.0,0.0,14,0,1,10,11,28,0.44,6,0,0,3,4,12,14/15,0.04929577464788732,0.48,2.16,0.0,15/16,Logroño
Melendez Pal,Beatrix,Extremadura_Arroyo,18,62,37,18,18,13,3,14,65,62,11,0,0,0,0,0,0,0.0,0.0,4,0,2,2,6,19,0.58,11,0,0,3,6,7,14/15,0.06547619047619048,0.25925925925925924,2.0555555555555554,0.0,15/16,Extremadura_Arroyo
Menarguez Flores,Rocio,UCAM_Murcia,16,45,30,14,4,10,5,13,58,27,4,1,0,1,2,0,3,0.43,0.43,9,0,6,20,15,19,0.28,26,3,4,3,8,7,14/15,0.03418803418803419,0.14893617021276595,1.875,0.0,15/16,
Merino Soto,Alba,UCAM_Murcia,3,6,2,1,-2,4,2,1,15,2,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,0.0,6,0,0,4,1,1,14/15,0.04,0.08333333333333333,0.6666666666666666,0.0,15/16,
Moreno Torreño,Maria Angeles,Extremadura_Arroyo,5,8,3,3,-5,3,3,2,5,0,3,0,0,0,0,0,0,0.0,0.0,4,0,1,3,1,0,0.0,0,0,0,1,3,0,14/15,0.1875,0.0,0.6,0.0,15/16,Extremadura_Arroyo
Muller Zommer,Ana,Alcobendas,15,54,193,76,80,22,28,4,44,28,4,1,0,0,0,2,0,0.67,0.0,56,0,34,149,67,168,0.35,29,0,2,12,12,21,14/15,0.03076923076923077,0.28378378378378377,12.866666666666667,0.0,15/16,Barça
Muller Zommer,Sofia,Barça,23,83,179,80,88,14,3,6,177,39,11,21,2,42,113,145,177,0.64,0.35,27,24,29,122,75,135,0.33,33,16,0,3,22,33,14/15,0.044,0.308411214953271,7.782608695652174,0.0,15/16,Barça
Muñoz Figueroa,Rebeca,Gran_Canaria,5,6,1,0,-2,3,0,0,1,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,14/15,0.0,0.0,0.2,0.0,15/16,
Newsome Mimó,Anna,Barça,16,25,20,10,9,9,1,6,15,15,2,0,0,0,2,0,0,0.0,0.0,2,0,0,2,3,16,0.7,7,2,0,0,11,2,14/15,0.041666666666666664,0.09090909090909091,1.25,0.0,15/16,
Nsunguimina Meñana,Bely Bella,Gran_Canaria,24,87,194,84,25,38,5,12,121,94,19,24,2,25,101,93,126,0.59,0.34,47,0,60,63,168,160,0.32,16,0,1,5,10,15,14/15,0.0657439446366782,0.32608695652173914,8.083333333333334,0.0,15/16,Gran_Canaria
Oliva,Marina,Aguere,3,11,3,3,2,1,0,0,8,8,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,14/15,0.05555555555555555,0.0,1.0,0.0,15/16,
Orozco Andreu,Mireia,Sant_Cugat,17,52,126,45,13,15,7,20,57,65,16,36,1,29,69,71,83,0.53,0.29,37,0,25,132,60,98,0.28,10,0,0,1,2,12,14/15,0.08888888888888889,0.48,7.411764705882353,0.0,15/16,Barça
Palet Martí,María,Barça,4,9,0,0,0,0,0,1,8,6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,0.0,0.0,0.0,0.0,15/16,
Pejkovic,Iva,Murillo,27,89,284,140,218,25,8,5,106,116,14,4,0,1,4,8,3,0.55,0.15,18,0,19,43,71,199,0.57,21,0,0,9,9,71,14/15,0.051094890510948905,0.6454545454545455,10.518518518518519,0.0,15/16,Logroño
Pérez Cebollada,Paula,UCAM_Murcia,10,33,72,27,16,9,0,5,37,19,3,8,0,10,26,27,23,0.53,0.24,21,1,18,39,25,55,0.35,5,0,0,1,2,14,14/15,0.0410958904109589,0.6363636363636364,7.2,0.0,15/16,
Pérez,Nira,Aguere,21,77,50,22,-38,11,4,2,46,21,4,22,3,15,59,88,274,0.79,0.59,28,0,27,61,25,41,0.23,11,0,0,2,1,5,14/15,0.045454545454545456,0.2631578947368421,2.380952380952381,0.0,15/16,Aguere
Pérez Portabella Cusó,Mar,Vall_Hebron,15,56,148,57,81,21,6,16,67,52,13,1,0,0,9,2,4,0.38,0.25,19,1,26,44,48,106,0.43,12,3,1,1,13,29,14/15,0.07428571428571429,0.5,9.866666666666667,0.0,15/16,
Pizarro Hernández,Alba,Extremadura_Arroyo,1,2,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,0.3333333333333333,0.0,1.0,0.0,15/16,Extremadura_Arroyo
Pons Gener,Esperanza,Menorca,12,33,3,3,-7,5,0,2,17,18,3,5,0,5,6,12,11,0.59,0.28,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,0.06666666666666667,0.0,0.25,0.0,15/16,
Portero Losilla,Amelia,Haro_Rioja,21,76,261,114,98,18,47,17,116,47,22,29,0,17,76,69,128,0.62,0.4,63,0,53,184,184,213,0.31,27,0,0,7,22,26,14/15,0.08239700374531835,0.3170731707317073,12.428571428571429,0.0,15/16,Logroño
Querol,Judith,Vall_Hebron,4,10,2,2,-2,2,0,0,0,8,0,0,0,0,0,1,0,1.0,0.0,1,0,1,2,0,1,0.2,0,0,0,0,0,1,14/15,0.0,1.0,0.5,0.0,15/16,
Raspall Ballano,Lara,Vall_Hebron,9,29,42,24,-4,6,2,4,49,30,2,8,0,9,19,37,50,0.71,0.41,18,1,14,61,24,34,0.22,2,1,0,2,5,6,14/15,0.021505376344086023,0.375,4.666666666666667,0.0,15/16,
Rodriguez Diaz,Leticia,Gran_Canaria,15,47,25,19,10,10,8,14,57,57,12,0,0,0,0,0,0,0.0,0.0,4,0,1,2,30,10,0.21,6,0,0,3,1,3,14/15,0.0759493670886076,0.23076923076923078,1.6666666666666667,0.0,15/16,Gran_Canaria
Rodríguez Iglesias,Patricia,Alcobendas,22,81,0,0,-21,0,0,0,0,0,0,21,0,15,83,116,225,0.74,0.49,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,,0.0,0.0,0.0,15/16,Alcobendas
Rodríguez Laveda,Julia,Sant_Cugat,22,77,0,0,-41,0,0,0,0,0,0,36,2,24,70,108,185,0.69,0.44,4,0,1,2,1,0,0.0,0,0,0,1,0,0,14/15,,0.0,0.0,0.0,15/16,
Rodríguez Martín,Esther,Alcobendas,14,48,118,44,37,18,21,13,66,53,3,8,0,11,29,51,97,0.76,0.49,37,0,18,80,60,108,0.36,8,0,2,4,10,7,14/15,0.017241379310344827,0.2413793103448276,8.428571428571429,0.0,15/16,Alcobendas
Rodríguez Parrón,Yohana,Extremadura_Arroyo,20,71,140,68,32,18,5,22,105,114,12,26,0,34,97,99,105,0.57,0.29,38,5,26,186,75,119,0.27,15,1,0,6,6,9,14/15,0.043478260869565216,0.24324324324324326,7.0,0.0,15/16,Extremadura_Arroyo
Rojas,Sandra,Leadernet,27,96,0,0,-50,0,0,0,0,0,0,47,1,21,120,202,305,0.73,0.44,3,0,0,1,1,0,0.0,0,0,0,0,0,0,14/15,,0.0,0.0,0.0,15/16,
Román Gómez,Tamara,Extremadura_Arroyo,9,16,0,0,-5,4,0,1,2,2,0,1,0,2,5,3,7,0.56,0.39,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,0.0,0.0,0.0,0.0,15/16,
Rozas Sanz,Blanca,Gran_Canaria,13,34,3,3,-2,3,1,6,25,12,3,2,0,1,4,4,7,0.61,0.39,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,0.06,0.0,0.23076923076923078,0.0,15/16,
Sánchez,Diana,Gran_Canaria,25,94,272,104,120,44,7,5,132,121,17,13,3,23,48,115,263,0.81,0.57,49,3,46,122,225,233,0.34,20,1,0,0,7,22,14/15,0.05214723926380368,0.44,10.88,0.0,15/16,Leadernet
Sanchez Garcia,Alba Maria,Extremadura_Arroyo,22,80,333,148,142,31,6,17,90,98,27,13,0,22,83,103,139,0.67,0.39,76,5,71,283,169,276,0.31,20,0,0,7,9,30,14/15,0.10037174721189591,0.45454545454545453,15.136363636363637,0.0,15/16,
Sanchez Iglesias,Noelia,Murillo,27,89,212,112,95,20,11,9,117,147,18,31,2,8,98,108,189,0.68,0.43,39,0,27,135,126,174,0.35,15,0,0,5,5,20,14/15,0.055900621118012424,0.4444444444444444,7.851851851851852,0.0,15/16,Haris
Sánchez Rodríguez,Nerea,Barça,25,93,403,159,233,26,4,13,181,57,5,6,0,5,14,18,23,0.62,0.35,88,22,50,282,150,358,0.38,37,11,0,1,19,40,14/15,0.017482517482517484,0.37037037037037035,16.12,0.0,15/16,Barça
Sanchis,María,Sant_Cugat,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,14/15,0.0,0.0,0.5,0.0,15/16,
Sandell,Janine,Gran_Canaria,9,31,104,49,36,20,2,3,33,45,8,10,0,7,21,32,47,0.68,0.4,21,0,17,27,127,85,0.31,7,0,1,2,0,11,14/15,0.07207207207207207,0.55,11.555555555555555,0.0,15/16,Haris
Segura Pallares,María,Barça,24,91,353,176,105,79,7,25,144,81,52,24,0,29,102,105,274,0.71,0.51,82,28,63,232,126,260,0.33,41,18,0,8,26,41,14/15,0.13402061855670103,0.30597014925373134,14.708333333333334,0.0,15/16,
Stocker,Sandra,Leadernet,27,86,190,79,107,36,8,4,95,112,23,1,0,1,2,4,6,0.71,0.43,27,2,19,70,44,129,0.44,28,2,0,4,24,38,14/15,0.08273381294964029,0.3958333333333333,7.037037037037037,0.0,15/16,
Unzúe Basagoiti,Carmen,Alcobendas,20,64,138,50,74,18,20,12,70,31,4,0,0,0,0,0,2,1.0,1.0,34,1,12,55,36,93,0.4,37,2,3,26,17,41,14/15,0.025806451612903226,0.3333333333333333,6.9,0.0,15/16,
Valera Rodríguez,Beatriz,UCAM_Murcia,19,38,5,4,-3,2,6,7,26,12,3,0,0,0,0,0,0,0.0,0.0,5,0,1,4,7,2,0.11,3,0,0,2,5,0,14/15,0.05357142857142857,0.0,0.2631578947368421,0.0,15/16,
Valls Serral,Aina,Barça,13,19,1,1,-2,1,0,3,17,3,1,0,0,0,0,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,14/15,0.04,0.0,0.07692307692307693,0.0,15/16,
Vázquez Figueroa,Silvia,Sant_Cugat,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,0.0,0.0,0.0,0.0,15/16,
Vázquez Figuerola,Mónica,Sant_Cugat,21,77,35,20,1,20,6,12,114,92,11,2,0,0,3,1,1,0.29,0.14,11,0,1,18,11,18,0.31,18,0,0,3,9,6,14/15,0.043137254901960784,0.16666666666666666,1.6666666666666667,0.0,15/16,
Williamson,Kelly,Haro_Rioja,22,78,162,82,29,27,24,17,149,50,15,47,0,31,90,81,65,0.46,0.21,33,2,26,148,119,126,0.28,32,0,0,4,15,21,14/15,0.05319148936170213,0.2916666666666667,7.363636363636363,0.0,15/16,
Albesa Orpinell,Anna,Vall_Hebron,22,85,277,119,119,15,4,21,80,114,13,2,0,0,1,2,1,0.5,0.17,70,1,71,199,162,220,0.3,18,0,3,11,17,44,13/14,0.05263157894736842,0.4888888888888889,12.590909090909092,1.0,14/15,Vall_Hebron
Aldea Carreras,Laura,Vall_Hebron,22,83,44,26,-4,30,10,30,89,139,17,0,0,0,3,1,0,0.25,0.0,14,1,4,15,24,20,0.26,7,1,1,4,10,7,13/14,0.05396825396825397,0.2413793103448276,2.0,0.9764705882352941,14/15,Vall_Hebron
Alonso-Mañero Perez,Rosalia,Haro_Rioja,22,81,157,80,70,55,31,16,146,67,27,1,0,1,0,3,3,0.75,0.38,23,1,8,46,44,88,0.42,46,2,0,6,45,42,13/14,0.07894736842105263,0.2978723404255319,7.136363636363637,1.0,14/15,Haro_Rioja
Alvarez del Burgo,María Alejandra,Alcobendas,21,66,41,26,0,23,22,10,72,73,13,0,0,0,0,0,0,0.0,0.0,14,0,4,11,8,23,0.38,30,1,1,7,23,5,13/14,0.06103286384976526,0.07575757575757576,1.9523809523809523,0.8148148148148148,14/15,Alcobendas
Araco Serrano,Silvia,Haro_Rioja,21,72,66,49,18,38,31,10,87,38,13,0,0,0,2,2,0,0.5,0.0,7,1,3,12,14,17,0.31,41,1,2,9,21,36,13/14,0.059907834101382486,0.3333333333333333,3.142857142857143,0.8888888888888888,14/15,Haro_Rioja
Aran Clavería,Elena,Vall_Hebron,16,53,93,40,12,6,0,5,41,67,5,14,0,14,50,68,64,0.63,0.3,24,0,37,104,63,78,0.25,12,1,6,10,13,10,13/14,0.04032258064516129,0.21739130434782608,5.8125,0.6235294117647059,14/15,Vall_Hebron
Arranz,Paula,Vall_Hebron,2,4,0,0,0,0,0,0,3,1,0,0,0,1,1,1,1,0.5,0.25,0,0,0,0,0,0,0.0,0,0,0,0,0,0,13/14,0.0,0.0,0.0,0.047058823529411764,14/15,Vall_Hebron
Arranz,Mar,Vall_Hebron,19,74,382,140,142,29,9,11,82,87,18,28,0,25,90,87,114,0.58,0.33,90,2,93,207,161,340,0.38,22,3,0,6,10,24,13/14,0.07627118644067797,0.36923076923076925,20.105263157894736,0.8705882352941177,14/15,Vall_Hebron
Asensio Jiménez,María,UCAM_Murcia,12,31,22,13,1,15,0,1,40,10,6,1,0,1,1,1,2,0.5,0.33,2,0,3,12,9,8,0.24,9,0,0,0,2,8,13/14,0.08333333333333333,0.42105263157894735,1.8333333333333333,0.4189189189189189,14/15,UCAM_Murcia
Bada Manidang,Sandrine Ebene,Vall_Hebron,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,13/14,,0.0,0.0,0.023529411764705882,14/15,Vall_Hebron
Ballingha,Aitana,Haro_Rioja,22,80,300,107,123,31,39,12,150,66,9,15,0,14,38,51,42,0.58,0.26,79,6,52,177,166,254,0.35,22,1,0,11,29,37,13/14,0.029315960912052116,0.37,13.636363636363637,0.9876543209876543,14/15,Haro_Rioja
Barón Barcelo,María Carmen,UCAM_Murcia,21,69,0,0,-39,0,0,0,0,0,0,39,16,42,121,121,148,0.55,0.3,0,0,0,0,1,0,0.0,1,0,21,3,7,0,13/14,,0.0,0.0,0.9324324324324325,14/15,UCAM_Murcia
Barrasa García,María,Haro_Rioja,18,35,15,9,3,10,7,4,29,10,3,0,0,0,0,0,0,0.0,0.0,1,0,1,2,4,7,0.47,7,0,0,3,4,5,13/14,0.047619047619047616,0.2631578947368421,0.8333333333333334,0.43209876543209874,14/15,Haro_Rioja
Barrio Martín,Patricia,Murillo,26,86,260,114,156,18,3,10,103,148,25,27,2,8,99,85,125,0.61,0.36,27,0,32,138,177,227,0.38,6,0,0,2,2,8,13/14,0.08143322475570032,0.4444444444444444,10.0,1.1944444444444444,14/15,Murillo
Becares de Purgly,Tatiana,Gran_Canaria,25,93,191,96,103,40,2,11,100,72,17,4,0,3,3,7,7,0.58,0.29,23,0,21,17,88,108,0.42,33,1,3,12,12,66,13/14,0.07024793388429752,0.532258064516129,7.64,1.1204819277108433,14/15,Gran_Canaria
Bedmar Vargas,Silvia,Leadernet,27,96,385,180,156,67,5,6,127,119,22,24,1,14,63,129,162,0.74,0.41,83,8,55,209,145,326,0.39,28,3,0,3,6,37,13/14,0.06358381502890173,0.4805194805194805,14.25925925925926,1.28,14/15,Leadernet
Blázquez,Esther,Murillo,25,69,76,43,12,14,6,3,53,59,12,6,4,11,31,20,31,0.5,0.3,32,0,12,57,30,58,0.31,5,0,0,1,2,6,13/14,0.08163265306122448,0.42857142857142855,3.04,0.9583333333333334,14/15,Murillo
Bonet Carreras,Julia,Sant_Cugat,20,57,100,43,15,14,4,14,50,42,9,31,1,15,75,54,88,0.54,0.33,19,2,21,111,64,84,0.28,2,1,1,1,3,7,13/14,0.06766917293233082,0.5,5.0,0.76,14/15,Sant_Cugat
Bouza Ferreiro,Nuria,UCAM_Murcia,21,65,117,47,-19,14,6,15,101,53,5,31,6,31,91,114,89,0.56,0.25,47,3,44,157,85,102,0.23,18,0,2,5,9,10,13/14,0.02577319587628866,0.23809523809523808,5.571428571428571,0.8783783783783784,14/15,UCAM_Murcia
Bovio Del Pup,Lúa,Alcobendas,20,50,24,14,8,11,16,6,50,38,9,0,0,0,2,0,0,0.0,0.0,2,0,3,13,6,12,0.33,7,0,0,9,12,3,13/14,0.06923076923076923,0.0967741935483871,1.2,0.6172839506172839,14/15,Alcobendas
Bregar,Lucia,Vall_Hebron,14,53,51,26,-17,10,7,12,51,62,5,16,0,16,57,58,88,0.62,0.37,10,0,32,64,35,42,0.23,8,0,10,3,8,4,13/14,0.034013605442176874,0.17391304347826086,3.642857142857143,0.6235294117647059,14/15,Vall_Hebron
Broekhuis,Morgan,UCAM_Murcia,8,28,109,36,46,10,8,12,56,19,13,1,0,0,0,0,0,0.0,0.0,25,0,27,122,40,88,0.29,10,0,2,8,9,8,13/14,0.11016949152542373,0.22857142857142856,13.625,0.3783783783783784,14/15,UCAM_Murcia
Brun Forcadell,Raquel,Menorca,21,83,194,101,67,41,7,29,108,82,24,32,0,32,97,78,153,0.59,0.39,28,1,26,219,89,149,0.29,43,3,0,6,4,21,13/14,0.08247422680412371,0.2727272727272727,9.238095238095237,0.9540229885057471,14/15,Menorca
Cabrera,Atani,Aguere,14,49,58,23,27,10,2,9,53,40,6,1,0,2,1,1,1,0.33,0.17,6,0,14,36,22,41,0.34,16,0,1,4,13,11,13/14,0.05,0.25,4.142857142857143,0.6125,14/15,Aguere
Cabrera Lorenzo,Irene,Vall_Hebron,9,26,10,5,7,2,1,4,23,24,4,0,0,0,0,0,0,0.0,0.0,1,0,0,0,4,5,0.5,0,0,0,2,2,1,13/14,0.06896551724137931,0.2,1.1111111111111112,0.3058823529411765,14/15,Vall_Hebron
Camisón Sánchez,Maria Dolores,Extremadura_Arroyo,18,59,40,19,-1,21,4,5,56,43,8,0,0,0,4,3,1,0.5,0.13,12,0,8,53,21,29,0.24,12,0,0,4,4,3,13/14,0.058394160583941604,0.13043478260869565,2.2222222222222223,0.7866666666666666,14/15,Extremadura_Arroyo
Cano Bustamante,Irene,Menorca,21,81,186,90,118,27,6,21,107,83,16,2,0,1,7,4,3,0.41,0.18,30,1,9,110,40,101,0.35,46,7,0,10,17,69,13/14,0.06153846153846154,0.46308724832214765,8.857142857142858,0.9310344827586207,14/15,Menorca
Cano Guillén,Erika,UCAM_Murcia,12,24,21,9,-4,2,1,3,20,6,0,6,8,8,20,19,16,0.45,0.21,9,0,8,37,7,20,0.25,3,0,7,1,7,1,13/14,0.0,0.08333333333333333,1.75,0.32432432432432434,14/15,UCAM_Murcia
Cardona,Alba,Sant_Cugat,19,57,143,60,35,22,1,15,50,65,17,16,0,19,26,35,46,0.57,0.32,35,2,35,166,68,122,0.29,5,1,0,2,7,4,13/14,0.1,0.21052631578947367,7.526315789473684,0.76,14/15,Sant_Cugat
Carmona Tomas,Laura,Barça,25,99,2,0,-29,0,0,0,0,0,0,30,0,33,100,150,244,0.71,0.44,1,0,0,0,0,1,0.5,0,0,1,1,0,1,13/14,,0.5,0.08,1.1785714285714286,14/15,Barça
Carmona Tomas,Mireia,Barça,25,93,54,40,17,22,7,21,202,100,26,2,0,1,0,0,1,0.25,0.25,12,2,1,24,14,13,0.2,47,20,3,2,31,15,13/14,0.06878306878306878,0.13043478260869565,2.16,1.1071428571428572,14/15,Barça
Caro García,Mabel,Vall_Hebron,22,85,204,100,109,27,4,12,94,114,19,3,0,1,4,2,2,0.33,0.17,34,1,31,71,77,123,0.36,27,2,4,10,26,62,13/14,0.07037037037037037,0.4881889763779528,9.272727272727273,1.0,14/15,Vall_Hebron
Carvajal,Magaly,Gran_Canaria,25,94,425,171,281,38,6,17,130,131,19,7,3,6,26,15,46,0.59,0.45,59,4,40,107,204,334,0.45,60,0,0,6,24,72,13/14,0.05571847507331378,0.4444444444444444,17.0,1.1325301204819278,14/15,Gran_Canaria
